gdb_geomattr_data,shape,SampleDate,FieldReplicate,SampleID,FinalID,LifeStageCode,Distinct,BAResult,CollectionMethodCode,record_origin,origin_lastupdatedate,DatabaseCode
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Wormaldia,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Hydropsyche,L,0,55,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Cricotopus nostocicola,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Baetis tricaudatus,L,0,55,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Antocha,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Neophylax,L,0,14,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Perlinodes aurea,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Ochrotrichia,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Optioservus,L,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Caudatella hystrix,L,0,12,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Rheotanytarsus,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Hexatoma,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Drunella doddsii,L,0,9,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Cricotopus bicinctus group,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Diphetor hageni,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Malenka,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Eukiefferiella,L,0,8,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Neoplasta,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Pagastia,L,0,3,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Zaitzevia,L,0,20,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Torrenticola,X,0,15,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Paraleptophlebia,L,0,6,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2001-08-07,1,552WE0509_08072001_BMI_TRC_1,Hydroptila,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Brillia,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Rhithrogena,NR,0,7,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Rhyacophila sibirica group,NR,0,15,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Attenella delantala,NR,0,42,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Drunella grandis,NR,0,10,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Potthastia gaedii group,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Pentaneura,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Thienemanniella,NR,0,3,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Agapetus,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Doroneuria baumanni,NR,0,3,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Zapada,NR,0,5,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Orthocladius complex,NR,0,30,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Drunella doddsii,NR,0,7,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Bezzia/ Palpomyia,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Diamesa,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Epeorus,NR,0,2,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Drunella flavilinea,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Eukiefferiella devonica,NR,0,21,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Atractides,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Protzia,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Sperchon,NR,0,2,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Rheocricotopus,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Hydropsyche,NR,0,153,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Turbellaria,NR,0,8,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Tvetenia bavarica group,NR,0,6,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Ameletus,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Rhyacophila brunnea group,NR,0,3,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Eukiefferiella brehmi group,NR,0,8,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Baetis,NR,0,87,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Skwala,NR,0,2,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Optioservus quadrimaculatus,NR,0,5,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Calineuria californica,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Oligochaeta,NR,0,43,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Testudacarus,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Cladotanytarsus,NR,0,3,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Glossosoma,NR,0,3,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Micrasema,NR,0,3,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Antocha,NR,0,6,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Rhyacophila arnaudi,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Chelifera,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Serratella,NR,0,13,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Cricotopus nostocicola,NR,0,8,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Ceratopsyche,NR,0,51,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Simulium,NR,0,7,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Tvetenia discoloripes group,NR,0,18,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Isoperla,NR,0,4,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Tanytarsus,NR,0,1,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Micropsectra,NR,0,11,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Pagastia,NR,0,4,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2004-09-08,1,635MTR003_09082004_BMI_TRC_1,Clinocera,NR,0,10,BMI_TRC,SWAMP,2012-05-03,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Sperchon,X,0,8,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Chironomidae,P,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Petrophila,L,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Corbicula,X,0,24,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Ferrissia,X,0,6,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Rheocricotopus,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Baetidae,L,0,5,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Argia,L,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Hyalella,X,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Diphetor hageni,L,0,167,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Oligochaeta,X,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Brechmorhoga mendax,L,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Hydroptila,L,0,12,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Rheotanytarsus,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Hydropsychidae,L,0,9,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Ostracoda,X,0,10,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Hydroptilidae,P,0,5,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Camelobaetidius,L,0,53,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Simulium,L,0,16,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Turbellaria,X,0,22,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Lymnaeidae,X,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Polypedilum,L,0,39,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Hydropsyche,L,0,53,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Polypedilum,P,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Lebertia,X,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Thienemannimyia group,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Pentaneura,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Prostoma,X,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Tricorythodes,L,0,141,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2007-08-29,1,519CE0787_08292007_BMI_TRC_1,Lumbricina,X,0,4,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Ostracoda,X,0,27,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Lebertia,X,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Hydropsyche,L,0,6,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Micropsectra,L,0,69,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Bezzia/ Palpomyia,L,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Turbellaria,X,0,6,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Corynoneura,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Physa,X,0,4,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Microtendipes pedellus group,L,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Lepidostoma,L,0,22,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Thienemanniella,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Rheotanytarsus,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Simulium,L,0,22,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Rheocricotopus,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Sperchon,X,0,8,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Lumbricina,X,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Cricotopus trifascia group,L,0,20,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Baetis tricaudatus,L,0,110,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Tipula,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Acari,X,0,4,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Phaenopsectra,L,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Oligochaeta,X,0,114,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Sphaeriidae,X,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Brillia,L,0,7,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Parametriocnemus,L,0,56,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Octogomphus specularis,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2005-07-12,1,105CE0173_07122005_BMI_TRC_1,Polypedilum,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Baetis tricaudatus,L,0,20,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Hemerodromia,L,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Serratella micheneri,L,0,14,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Hydropsyche,L,0,28,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Torrenticola,X,0,60,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Malenka,L,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Ochrotrichia,L,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Acentrella insignificans,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Rhithrogena,L,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Tvetenia bavarica group,L,0,6,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Diphetor hageni,L,0,40,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Cricotopus bicinctus group,L,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Atractides,X,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Protzia,X,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Polypedilum,L,0,35,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Gumaga,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Zaitzevia,A,0,4,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Hexatoma,L,0,9,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Protoptila,L,0,5,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Turbellaria,X,0,9,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Zaitzevia,L,0,9,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Eukiefferiella,L,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Corynoneura,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Thienemannimyia group,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Wormaldia,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Optioservus,A,0,18,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Pentaneura,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Cheumatopsyche,L,0,41,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Ambrysus,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Rheotanytarsus,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Sperchon,X,0,6,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Psephenus falli,L,0,5,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Calineuria californica,L,0,10,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Potthastia gaedii group,L,0,10,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Isonychia velma,L,0,11,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Oligochaeta,X,0,37,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Epeorus,L,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Simulium,L,0,6,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Optioservus,L,0,34,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Lebertia,X,0,3,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Cladotanytarsus,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Marilia flexuosa,L,0,9,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Lopescladius,L,0,4,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Micropsectra,L,0,45,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Petrophila,L,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Empididae,P,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Synorthocladius,L,0,1,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2004-06-30,1,113CE0487_06302004_BMI_TRC_1,Antocha,L,0,2,BMI_TRC,SWAMP,2013-12-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Chimarra,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Zaitzevia,L,0,7,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Wormaldia,L,0,4,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Tricorythodes,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Euparyphus,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Hydropsyche,L,0,9,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Rheotanytarsus,L,0,8,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Fallceon quilleri,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Mystacides alafimbriata,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Lymnaea,X,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Eubrianax edwardsii,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Pentaneura,L,0,2,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Thienemannimyia group,L,0,1,BMI_TRC,SWAMP,2012-10-04,SWAMP
,,2002-08-27,1,538WE1104_08272002_BMI_TRC_1,Gyraulus,X,0,5,BMI_TRC,SWAMP,2012-10-04,SWAMP
