gdb_geomattr_data,shape,stationcode,sampledate,replicate,sampleid,finalid,lifestagecode,distinctcode,baresult,collectionmethodcode,record_origin,origin_lastupdatedate,StationCode,databasecode
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Centroptilum,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Stempellinella,L,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Glyphopsyche,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Cryptotendipes,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Pseudochironomus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Thienemannimyia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Pseudocloeon,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Hyalella,X,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Limnephilus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Ceraclea,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Physa,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Oligochaeta,X,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Paratanytarsus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Serratella micheneri,L,0,27,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Pagastia,L,0,19,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Eukiefferiella,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Leptophlebiidae,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Phaenopsectra,L,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Tanytarsus,L,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Gyraulus,X,0,33,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Ceratopogonidae,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Procladius,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,637SSN077,2010-07-16,1,637SSN077_07162010_BMI_RWB_1,Ecdyonurus,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-077,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Sperchon,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Psychoglypha,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Perlinodes aurea,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Thienemannimyia,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Cricotopus,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Ameletus,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Polypedilum,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Baetis flavistriga,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Tvetenia,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Lebertia,X,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Hexatoma,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Wormaldia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Zaitzevia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Orthocladius,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Drunella doddsii,L,0,9,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Cryptolabis,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Eubrianax edwardsii,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Atherix,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Oroperla barbara,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Arctopsyche grandis,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Heteroplectron californicum,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Hydropsyche,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Leptophlebiidae,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Parakiefferiella,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Micrasema,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Agapetus,L,0,36,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Protzia,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Atractides,X,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Rhithrogena,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Rheotanytarsus,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Rhyacophila pellisa,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Calineuria californica,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Epeorus,L,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Drunella grandis,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Trichoptera,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Attenella margarita,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Ecdyonurus,L,0,4,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Mystacides alafimbriata,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Drunella coloradensis,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Cleptelmis addenda,L,0,19,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Serratella tibialis,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Empididae,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Optioservus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Lepidostoma,L,0,43,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Baetis tricaudatus,L,0,39,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Gumaga,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Amiocentrus aspilus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Polycentropus,L,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,540BCA168,2010-08-09,1,540BCA168_08092010_BMI_RWB_1,Torrenticola,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-072,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Dytiscidae,L,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Prosimulium,L,0,153,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Baetis tricaudatus,L,0,90,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Nemouridae,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Oligochaeta,X,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Capniidae,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Helobdella,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Muscidae,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Brillia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Graptocorixa,A,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Neohermes,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Sanfilippodytes,A,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Orthocladius,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,518WLW073,2010-07-20,1,518WLW073_07202010_BMI_RWB_1,Hydraena,A,0,3,BMI_RWB,SWAMP,2015-04-17,NF508723-073,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Potthastia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Sweltsa,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Drunella coloradensis,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Rhithrogena,L,0,5,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Sphaeriidae,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Bezzia/ Palpomyia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Rheocricotopus,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Dicranota,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Caudatella,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Yoraperla,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Cinygmula,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Lepidostoma,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Torrenticola,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Neoplasta,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Sperchon,X,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Perlodidae,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Malenka,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Larsia,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Rhyacophila betteni,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Epeorus,L,0,10,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Hexatoma,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Narpus concolor,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Simulium,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Orthocladius,L,0,7,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Drunella doddsii,L,0,2,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Rhyacophila brunnea,L,0,1,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Suwallia,L,0,8,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
,,540MNO024,2010-08-10,1,540MNO024_08102010_BMI_RWB_1,Baetis tricaudatus,L,0,19,BMI_RWB,SWAMP,2015-04-17,NF508723-024,SWAMP
