X,Y,objectid,stationid,latitude,longitude,stationwaterdepth,stationwaterdepthunits,areaweight,stratum,lab,sampletypecode,sampletypedesc,toxbatch,species,concentration,endpoint,units,statisticaltest,controlvalue,mean,n,stddev,pctcontrol,sigeffect,qacode,qadescription,sqocategory,comment
-117.238223,32.761632,177,B13-8145,32.761632,-117.238223,8,M,0.24563136,Marina,Nautilus Environmental,Grab,Single sample,1308-S155 to S162,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,92,5,5.70087713,96.84210526,NSC,A,Acceptable data for analysis,Nontoxic,
-117.236211,32.762461,178,B13-8146,32.762461,-117.236211,8,M,0.15484929,Marina,Nautilus Environmental,Grab,Single sample,1308-S163 to S170,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,94,5,4.18330013,94.94949495,SC,A,Acceptable data for analysis,Nontoxic,
-117.235646,32.767196,179,B13-8151,32.767196,-117.235646,4,M,0.15484929,Marina,Nautilus Environmental,Grab,Single sample,1308-S163 to S170,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,91,5,4.18330013,91.91919192,SC,A,Acceptable data for analysis,Nontoxic,
-117.241481,32.767905,180,B13-8152,32.767905,-117.241481,7,M,0.5731956,Bay,Nautilus Environmental,Grab,Single sample,1308-S163 to S170,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,96,5,4.18330013,96.96969697,NSC,A,Acceptable data for analysis,Nontoxic,
-117.249278,32.780705,181,B13-8156,32.780705,-117.249278,3,M,0.42338717,Marina,Nautilus Environmental,Grab,Single sample,1308-S163 to S170,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,91,5,10.83974169,91.91919192,NSC,A,Acceptable data for analysis,Nontoxic,
-117.390828,33.204705,182,B13-8233,33.204705,-117.390828,4,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S155 to S162,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,95,88,5,5.70087713,92.63157895,SC,A,Acceptable data for analysis,Low Toxicity,
-117.215358,32.784475,183,B13-8159,32.784475,-117.215358,4,M,3.24468756,Bay,Nautilus Environmental,Grab,Single sample,1308-S163 to S170,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,94,5,4.18330013,94.94949495,SC,A,Acceptable data for analysis,Nontoxic,
-117.182983,32.724148,184,B13-8122,32.724148,-117.182983,5,M,2.41020261,Bay,Nautilus Environmental,Grab,Single sample,1308-S275 to S281,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,90.83333333,93,6,7.52772653,102.7522936,NSC,A,Acceptable data for analysis,Nontoxic,
-117.220157,32.794357,185,B13-8163,32.794357,-117.220157,2,M,0,Bay,Nautilus Environmental,Grab,Single sample,1308-S163 to S170,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,94,5,4.18330013,94.94949495,SC,A,Acceptable data for analysis,Nontoxic,
-117.252082,32.931677,186,B13-8169,32.931677,-117.252082,2,M,0.04728326,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S027 to S035,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,94,5,4.18330013,94,SC,A,Acceptable data for analysis,Nontoxic,
-117.256755,32.933665,187,B13-8176,32.933665,-117.256755,1,M,0.04728326,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S027 to S035,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,98,5,4.47213596,98,NSC,A,Acceptable data for analysis,Nontoxic,
-117.252367,32.966143,188,B13-8179,32.966143,-117.252367,1,M,0.11419826,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S027 to S035,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,88,5,2.73861279,88,SC,A,Acceptable data for analysis,Low Toxicity,
-117.257753,32.966314,189,B13-8180,32.966314,-117.257753,1,M,0.11419826,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S027 to S035,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,98,5,2.73861279,98,NSC,A,Acceptable data for analysis,Nontoxic,
-117.258205,32.970816,190,B13-8187,32.970816,-117.258205,1,M,0.11419826,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S027 to S035,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,100,99,5,2.23606798,99,NSC,A,Acceptable data for analysis,Nontoxic,
-117.280729,33.016151,191,B13-8188,33.016151,-117.280729,1,M,0.03476763,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S022 to S026,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,97,5,4.47213596,101.0416667,NSC,A,Acceptable data for analysis,Nontoxic,
-117.27461,33.012169,192,B13-8189,33.012169,-117.27461,1,M,0.03476763,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S022 to S026,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,93,5,4.47213596,96.875,NSC,A,Acceptable data for analysis,Nontoxic,
-117.309695,33.08509,193,B13-8200,33.08509,-117.309695,2,M,0.3088509,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,87,5,7.58287544,89.69072165,SC,A,Acceptable data for analysis,Low Toxicity,
-117.291287,33.088069,194,B13-8202,33.088069,-117.291287,1,M,0.3088509,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,67,5,14.40486029,69.07216495,SC,A,Acceptable data for analysis,Moderate Toxicity,
-117.295951,33.088812,195,B13-8205,33.088812,-117.295951,2,M,0.3088509,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S249 to S257,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,97,92,5,6.70820393,94.84536082,NSC,A,Acceptable data for analysis,Nontoxic,
-117.337572,33.139112,196,B13-8218,33.139112,-117.337572,6,M,0.35279109,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S022 to S026,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,96,94,5,6.51920241,97.91666667,NSC,A,Acceptable data for analysis,Nontoxic,
-117.230003,32.782939,197,B13-8157,32.782939,-117.230003,3,M,3.24468756,Bay,Nautilus Environmental,Grab,Single sample,1308-S163 to S170,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,99,93,5,4.47213596,93.93939394,SC,A,Acceptable data for analysis,Nontoxic,
-118.24385,33.7174,198,B13-8308,33.7174,-118.24385,23,M,0.95519702,Port,Nautilus Environmental,Grab,Single sample,1307-S092 to S099,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,70.68,60,5,6.19,84.22,SC,A,Acceptable data for analysis,Low Toxicity,
-117.9053,33.61652,199,B13-8279,33.61652,-117.9053,11,Ft,0.63701536,Marina,Nautilus Environmental,Grab,Single sample,1309-S225,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,86.4,87,5,8.07,100.25,NSC,A,Acceptable data for analysis,Nontoxic,
-117.926921,33.61925,200,B13-8280,33.61925,-117.926921,6,M,0.63701536,Marina,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13080713,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,92.38,91,5,3.75,98.84,NSC,A,Acceptable data for analysis,Nontoxic,
-117.956208,33.635776,201,B13-8286,33.635776,-117.956208,6,Ft,0.32759147,Estuaries,City of San Diego,Grab,Single sample,CSD009,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,87.34,77,5,1.35,88.68,NSC,A,Acceptable data for analysis,Low Toxicity,
-117.953748,33.636618,202,B13-8287,33.636618,-117.953748,3,Ft,0.32759147,Estuaries,City of San Diego,Grab,Single sample,CSD009,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,87.34,81,5,11.46,92.31,SC,A,Acceptable data for analysis,Nontoxic,
-117.8889,33.64579,203,B13-8290,33.64579,-117.8889,20,Ft,0.32759147,Estuaries,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13091713,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,91.93,91,5,2.4,99.12,NSC,A,Acceptable data for analysis,Nontoxic,
-117.88682,33.64676,204,B13-8291,33.64676,-117.88682,19,Ft,0.32759147,Estuaries,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13091713,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,91.93,90,5,3.73,97.46,NSC,A,Acceptable data for analysis,Nontoxic,
-117.88421,33.64705,205,B13-8292,33.64705,-117.88421,19,Ft,0.32759147,Estuaries,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13091713,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,91.93,91,5,2.89,98.54,NSC,A,Acceptable data for analysis,Nontoxic,
-118.03602,33.68658,206,B13-8295,33.68658,-118.03602,9,Ft,0.32759147,Estuaries,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,34,5,30.26,46.84,SC,A,Acceptable data for analysis,Moderate Toxicity,
-118.04052,33.69742,207,B13-8298,33.69742,-118.04052,8,Ft,0.32759147,Estuaries,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,65,5,10.57,88.21,NSC,A,Acceptable data for analysis,Nontoxic,
-118.05969,33.70983,208,B13-8301,33.70983,-118.05969,5,Ft,0.32759147,Estuaries,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,73,5,14.4,99.58,NSC,A,Acceptable data for analysis,Nontoxic,
-118.2579,33.71242,209,B13-8302,33.71242,-118.2579,25,M,2.00312386,Bay,Nautilus Environmental,Grab,Single sample,1307-S181 to S188,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,74.76,83,5,12.66,110.8,NSC,A,Acceptable data for analysis,Nontoxic,
-117.215358,32.784475,210,B13-8159,32.784475,-117.215358,4,M,3.24468756,Bay,Nautilus Environmental,Grab,Single sample,1308-S179 to S186,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,89.34,91,5,11.48,102.22,NSC,A,Acceptable data for analysis,Nontoxic,
-118.28269,33.71475,211,B13-8306,33.71475,-118.28269,3,M,2.00312386,Bay,Nautilus Environmental,Grab,Single sample,1307-S181 to S188,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,74.76,68,5,18.93,91.12,NSC,A,Acceptable data for analysis,Nontoxic,
-117.904639,33.609098,212,B13-8273,33.609098,-117.904639,6,M,0.63701536,Marina,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13080713,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,92.38,87,5,17.14,94.21,NSC,A,Acceptable data for analysis,Nontoxic,
-118.23298,33.71791,213,B13-8310,33.71791,-118.23298,14,M,0.95519702,Port,Nautilus Environmental,Grab,Single sample,1307-S092 to S099,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,70.68,64,5,10.45,89.97,NSC,A,Acceptable data for analysis,Nontoxic,
-118.152467,33.72405,214,B13-8315,33.72405,-118.152467,14,M,2.00312386,Bay,City of San Diego,Grab,Single sample,CSD005,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,84.52,83,5,14.8,97.73,NSC,A,Acceptable data for analysis,Nontoxic,
-118.2627,33.72387,215,B13-8316,33.72387,-118.2627,27,M,0.95519702,Port,Nautilus Environmental,Grab,Single sample,1307-S181 to S188,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,74.76,77,4,17.28,102.37,NSC,AC,Acceptable data for analysis; Reduced number of replicates,Nontoxic,
-118.22437,33.72421,216,B13-8318,33.72421,-118.22437,18,M,2.00312386,Bay,Nautilus Environmental,Grab,Single sample,1307-S092 to S099,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,70.68,70,5,8.26,99.75,NSC,A,Acceptable data for analysis,Nontoxic,
-118.1376,33.7257,217,B13-8319,33.7257,-118.1376,13,M,2.00312386,Bay,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13072413,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,98.37,100,5,0.66,101.21,NSC,A,Acceptable data for analysis,Nontoxic,
-118.07011,33.72707,218,B13-8321,33.72707,-118.07011,16,Ft,0.63701536,Marina,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,64,5,17.97,87.26,NSC,A,Acceptable data for analysis,Nontoxic,
-118.21274,33.72762,219,B13-8322,33.72762,-118.21274,22,M,2.00312386,Bay,Nautilus Environmental,Grab,Single sample,1307-S092 to S099,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,70.68,65,5,11.36,91.99,NSC,A,Acceptable data for analysis,Nontoxic,
-118.157,33.728683,220,B13-8325,33.728683,-118.157,14,M,2.00312386,Bay,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13072413,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,98.37,95,5,3.45,96.54,SC,A,Acceptable data for analysis,Nontoxic,
-118.23361,33.72924,221,B13-8326,33.72924,-118.23361,11,M,0.95519702,Port,Nautilus Environmental,Grab,Single sample,1307-S092 to S099,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,70.68,67,5,7.54,94.8,NSC,A,Acceptable data for analysis,Nontoxic,
-118.08191,33.73076,222,B13-8328,33.73076,-118.08191,18,Ft,0.32759147,Estuaries,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,61,5,11.47,83.47,SC,A,Acceptable data for analysis,Low Toxicity,
-118.1924,33.7311,223,B13-8333,33.7311,-118.1924,15,M,0.95519702,Port,Nautilus Environmental,Grab,Single sample,1307-S092 to S099,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,70.68,69,5,8.65,97.74,NSC,A,Acceptable data for analysis,Nontoxic,
-118.09149,33.73515,224,B13-8338,33.73515,-118.09149,46,Ft,0.95519702,Port,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,72,5,6.69,98,NSC,A,Acceptable data for analysis,Nontoxic,
-118.24131,33.71345,225,B13-8304,33.71345,-118.24131,25,M,2.00312386,Bay,Nautilus Environmental,Grab,Single sample,1307-S092 to S099,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,70.68,60,5,19.46,85.12,NSC,A,Acceptable data for analysis,Nontoxic,
-117.324378,33.140126,226,B13-8222,33.140126,-117.324378,3,M,0.35279109,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S036 to S040,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,101.22,85,5,5.55,84.41,SC,A,Acceptable data for analysis,Nontoxic,
-117.209442,32.787378,227,B13-8160,32.787378,-117.209442,3,M,0,Bay,Nautilus Environmental,Grab,Single sample,1308-S179 to S186,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,89.34,85,5,11.07,95.14,NSC,A,Acceptable data for analysis,Nontoxic,
-117.220157,32.794357,228,B13-8163,32.794357,-117.220157,2,M,0,Bay,Nautilus Environmental,Grab,Single sample,1308-S179 to S186,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,89.34,97,5,10.52,108.23,NSC,A,Acceptable data for analysis,Nontoxic,
-117.252082,32.931677,229,B13-8169,32.931677,-117.252082,2,M,0.04728326,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S041 to S049,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,93.5,81,5,10.73,86.67,SC,A,Acceptable data for analysis,Nontoxic,
-117.256755,32.933665,230,B13-8176,32.933665,-117.256755,1,M,0.04728326,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S041 to S049,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,93.5,88,5,5.78,94.52,NSC,A,Acceptable data for analysis,Nontoxic,
-117.252367,32.966143,231,B13-8179,32.966143,-117.252367,1,M,0.11419826,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S041 to S049,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,93.5,91,5,2.58,97.07,NSC,A,Acceptable data for analysis,Nontoxic,
-117.257753,32.966314,232,B13-8180,32.966314,-117.257753,1,M,0.11419826,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S041 to S049,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,93.5,89,5,4.54,95.5,NSC,A,Acceptable data for analysis,Nontoxic,
-117.258205,32.970816,233,B13-8187,32.970816,-117.258205,1,M,0.11419826,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S041 to S049,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,93.5,84,5,8.53,90.2,SC,A,Acceptable data for analysis,Nontoxic,
-117.280729,33.016151,234,B13-8188,33.016151,-117.280729,1,M,0.03476763,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S036 to S040,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,101.22,85,5,8.53,83.99,SC,A,Acceptable data for analysis,Nontoxic,
-117.27461,33.012169,235,B13-8189,33.012169,-117.27461,1,M,0.03476763,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S036 to S040,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,101.22,86,5,9.16,85.02,SC,A,Acceptable data for analysis,Nontoxic,
-117.309695,33.08509,236,B13-8200,33.08509,-117.309695,2,M,0.3088509,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S258 to S266,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,102.07,92,5,7.29,90.41,SC,A,Acceptable data for analysis,Nontoxic,
-117.291287,33.088069,237,B13-8202,33.088069,-117.291287,1,M,0.3088509,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S258 to S266,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,102.07,92,5,11.13,89.92,NSC,A,Acceptable data for analysis,Nontoxic,
-117.295951,33.088812,238,B13-8205,33.088812,-117.295951,2,M,0.3088509,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S258 to S266,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,102.07,83,5,14.74,81.67,SC,A,Acceptable data for analysis,Nontoxic,
-117.89395,33.61549,239,B13-8275,33.61549,-117.89395,12,Ft,0.63701536,Marina,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13100113,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,94.57,91,5,3.74,96.27,NSC,A,Acceptable data for analysis,Nontoxic,
-117.31874,33.139452,240,B13-8219,33.139452,-117.31874,1,M,0.35279109,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S036 to S040,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,101.22,88,5,4.52,86.83,SC,A,Acceptable data for analysis,Nontoxic,
-117.914811,33.613867,241,B13-8274,33.613867,-117.914811,3,M,0.63701536,Marina,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13080713,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,92.38,91,5,4.5,98.06,NSC,A,Acceptable data for analysis,Nontoxic,
-117.390828,33.204705,242,B13-8233,33.204705,-117.390828,4,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S171 to S178,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,103.27,93,5,8.56,89.73,SC,A,Acceptable data for analysis,Nontoxic,
-117.393614,33.207124,243,B13-8236,33.207124,-117.393614,6,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S171 to S178,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,103.27,99,5,9.4,95.45,NSC,A,Acceptable data for analysis,Nontoxic,
-117.397436,33.207931,244,B13-8239,33.207931,-117.397436,7,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S171 to S178,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,103.27,89,5,8.58,85.87,SC,A,Acceptable data for analysis,Nontoxic,
-117.41291,33.23197,245,B13-8248,33.23197,-117.41291,1,M,0.0746202,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S258 to S266,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,102.07,99,5,7.17,96.85,NSC,A,Acceptable data for analysis,Nontoxic,
-118.149,33.6481,246,B13-9217,33.6481,-118.149,31,M,167.9679106,Mid Shelf,Los Angeles County Sanitation Districts,Grab,Single sample,EohSed719,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,94,93,5,7.58287544,98.93617021,NSC,AJ,Acceptable data for analysis; Minor deviation in test conditions,Nontoxic,
-117.413425,33.233248,247,B13-8253,33.233248,-117.413425,1,M,0.0746202,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S258 to S266,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,102.07,89,5,5.8,87.26,SC,A,Acceptable data for analysis,Nontoxic,
-118.34243,33.6391,248,B13-9210,33.6391,-118.34243,700,M,1.98856681,Canyon Bottom,Los Angeles County Sanitation Districts,Grab,Single sample,eohSed0906,Eohaustorius estuarius,-88,10 Day Survival Percent,%,UV T-test,98,92,5,7.58287544,93.87755102,NSC,A,Acceptable data for analysis,Nontoxic,
-117.705736,33.460296,249,B13-8263,33.460296,-117.705736,5,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S171 to S178,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,103.27,93,5,5.77,89.8,SC,A,Acceptable data for analysis,Nontoxic,
-117.70213,33.460884,250,B13-8265,33.460884,-117.70213,4,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S171 to S178,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,103.27,91,5,9.33,88.35,SC,A,Acceptable data for analysis,Nontoxic,
-117.702119,33.462071,251,B13-8267,33.462071,-117.702119,3,M,0,Marina,Nautilus Environmental,Grab,Single sample,1308-S171 to S178,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,103.27,95,5,12.24,91.8,NSC,A,Acceptable data for analysis,Nontoxic,
-117.894661,33.600899,252,B13-8269,33.600899,-117.894661,3,M,0.63701536,Marina,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13080713,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,92.38,89,5,3.27,96.39,NSC,A,Acceptable data for analysis,Nontoxic,
-118.21039,33.73891,253,B13-8347,33.73891,-118.21039,27,M,0.95519702,Port,Nautilus Environmental,Grab,Single sample,1307-S085 to S091,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,70.6,58,5,10.37,82.28,SC,A,Acceptable data for analysis,Low Toxicity,
-117.337572,33.139112,254,B13-8218,33.139112,-117.337572,6,M,0.35279109,Estuaries,Nautilus Environmental,Grab,Single sample,1308-S036 to S040,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,101.22,83,5,6.17,81.63,SC,A,Acceptable data for analysis,Nontoxic,
-118.446967,33.975617,255,B13-8413,33.975617,-118.446967,4,M,0.63701536,Marina,Los Angeles County Sanitation Districts,Grab,Single sample,nacSed0926,Neanthes arenaceodentata,-88,Growth,mg/day,UV T-test,0.3684925,0,10,0.05078212,55.81660414,SC,AJ,Acceptable data for analysis; Minor deviation in test conditions,Moderate Toxicity,
-118.27676,33.73549,256,B13-8340,33.73549,-118.27676,18,M,0.95519702,Port,Nautilus Environmental,Grab,Single sample,1307-S181 to S188,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,74.76,72,5,8.54,96.9,NSC,A,Acceptable data for analysis,Nontoxic,
-118.453517,33.9647,257,B13-8407,33.9647,-118.453517,5,M,0.63701536,Marina,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,67,5,14.19,91.84,NSC,A,Acceptable data for analysis,Nontoxic,
-118.447683,33.970367,258,B13-8409,33.970367,-118.447683,5,M,0.63701536,Marina,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,72,5,6.85,97.89,NSC,A,Acceptable data for analysis,Nontoxic,
-118.43923,33.97108,259,B13-8411,33.97108,-118.43923,7,Ft,0.32759147,Estuaries,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13100113,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,94.57,92,5,4.24,97.22,NSC,A,Acceptable data for analysis,Nontoxic,
-118.446967,33.975617,260,B13-8413,33.975617,-118.446967,4,M,0.63701536,Marina,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,61,5,10.64,83.05,SC,A,Acceptable data for analysis,Low Toxicity,
-118.45075,33.983083,261,B13-8417,33.983083,-118.45075,2,M,0.63701536,Marina,City of San Diego,Grab,Single sample,CSD013,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,73.36,68,5,11.76,93.37,NSC,A,Acceptable data for analysis,Nontoxic,
-119.08708,34.10065,262,B13-8419,34.10065,-119.08708,3,Ft,0.32759147,Estuaries,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13082813,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,93.85,93,5,2.4,99.31,NSC,A,Acceptable data for analysis,Nontoxic,
-119.08406,34.11264,263,B13-8421,34.11264,-119.08406,6,Ft,0.32759147,Estuaries,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13082813,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,93.85,92,5,4.14,97.96,NSC,A,Acceptable data for analysis,Nontoxic,
-119.22348,34.1712,264,B13-8425,34.1712,-119.22348,3,M,0.63701536,Marina,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13082813,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,93.85,93,5,4.47,99.09,NSC,A,Acceptable data for analysis,Nontoxic,
-119.22353,34.1731,265,B13-8426,34.1731,-119.22353,4,M,0.63701536,Marina,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13100113,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,94.57,89,5,3.15,93.78,SC,A,Acceptable data for analysis,Nontoxic,
-119.26496,34.24424,266,B13-8430,34.24424,-119.26496,2,M,0.63701536,Marina,Aquatic Bioassay and Consulting Laboratories,Grab,Single sample,B13100113,Mytilus galloprovincialis,-88,Percent Normal-Alive (mytilus),%,UV T-test,94.57,90,5,2.27,94.93,SC,A,Acceptable data for analysis,Nontoxic,
